10041 Q0 10143 1 0.7067906260490417 all-MiniLM-L6-v2
10041 Q0 183756 2 0.6747744679450989 all-MiniLM-L6-v2
10041 Q0 140386 3 0.6582455039024353 all-MiniLM-L6-v2
10041 Q0 56541 4 0.6358630061149597 all-MiniLM-L6-v2
10041 Q0 183763 5 0.6169030666351318 all-MiniLM-L6-v2
10041 Q0 35855 6 0.6052399277687073 all-MiniLM-L6-v2
10041 Q0 179469 7 0.5870850682258606 all-MiniLM-L6-v2
10041 Q0 182707 8 0.5750265121459961 all-MiniLM-L6-v2
10041 Q0 117240 9 0.571709930896759 all-MiniLM-L6-v2
10041 Q0 76503 10 0.5694338083267212 all-MiniLM-L6-v2
10041 Q0 182731 11 0.5681255459785461 all-MiniLM-L6-v2
10041 Q0 109608 12 0.5580348372459412 all-MiniLM-L6-v2
10041 Q0 4762 13 0.5566869974136353 all-MiniLM-L6-v2
10041 Q0 181563 14 0.5478959083557129 all-MiniLM-L6-v2
10041 Q0 4768 15 0.5466975569725037 all-MiniLM-L6-v2
10041 Q0 102315 16 0.5444720387458801 all-MiniLM-L6-v2
10041 Q0 179208 17 0.5370876789093018 all-MiniLM-L6-v2
10041 Q0 187887 18 0.5213044881820679 all-MiniLM-L6-v2
10041 Q0 35884 19 0.51985102891922 all-MiniLM-L6-v2
10041 Q0 173527 20 0.5194712281227112 all-MiniLM-L6-v2
10041 Q0 171769 21 0.5182002186775208 all-MiniLM-L6-v2
10041 Q0 58657 22 0.5180507898330688 all-MiniLM-L6-v2
10041 Q0 62451 23 0.5155273675918579 all-MiniLM-L6-v2
10041 Q0 60736 24 0.5072577595710754 all-MiniLM-L6-v2
10041 Q0 175245 25 0.5062094926834106 all-MiniLM-L6-v2
10041 Q0 158824 26 0.5051997900009155 all-MiniLM-L6-v2
10041 Q0 156577 27 0.5038498044013977 all-MiniLM-L6-v2
10041 Q0 50295 28 0.5018942952156067 all-MiniLM-L6-v2
10041 Q0 159639 29 0.49886202812194824 all-MiniLM-L6-v2
10041 Q0 81288 30 0.4979809522628784 all-MiniLM-L6-v2
10041 Q0 186549 31 0.4972958564758301 all-MiniLM-L6-v2
10041 Q0 35920 32 0.49651429057121277 all-MiniLM-L6-v2
10041 Q0 175609 33 0.4959816038608551 all-MiniLM-L6-v2
10041 Q0 80059 34 0.4957340955734253 all-MiniLM-L6-v2
10041 Q0 94784 35 0.49123314023017883 all-MiniLM-L6-v2
10041 Q0 44221 36 0.4910072386264801 all-MiniLM-L6-v2
10041 Q0 50204 37 0.4897436797618866 all-MiniLM-L6-v2
10041 Q0 35847 38 0.48928648233413696 all-MiniLM-L6-v2
10041 Q0 4767 39 0.48919424414634705 all-MiniLM-L6-v2
10041 Q0 21795 40 0.48621660470962524 all-MiniLM-L6-v2
10041 Q0 6018 41 0.4856170415878296 all-MiniLM-L6-v2
10041 Q0 76541 42 0.4855634570121765 all-MiniLM-L6-v2
10041 Q0 94704 43 0.4845565855503082 all-MiniLM-L6-v2
10041 Q0 8514 44 0.4833831787109375 all-MiniLM-L6-v2
10041 Q0 102908 45 0.4831041693687439 all-MiniLM-L6-v2
10041 Q0 19154 46 0.48253610730171204 all-MiniLM-L6-v2
10041 Q0 76618 47 0.4817921221256256 all-MiniLM-L6-v2
10041 Q0 81947 48 0.4814647138118744 all-MiniLM-L6-v2
10041 Q0 70744 49 0.47862356901168823 all-MiniLM-L6-v2
10041 Q0 156766 50 0.4784587323665619 all-MiniLM-L6-v2
10041 Q0 35870 51 0.47775065898895264 all-MiniLM-L6-v2
10041 Q0 152009 52 0.47692346572875977 all-MiniLM-L6-v2
10041 Q0 188005 53 0.47638237476348877 all-MiniLM-L6-v2
10041 Q0 35845 54 0.4741082191467285 all-MiniLM-L6-v2
10041 Q0 180478 55 0.47390085458755493 all-MiniLM-L6-v2
10041 Q0 18847 56 0.47070130705833435 all-MiniLM-L6-v2
10041 Q0 41876 57 0.47013747692108154 all-MiniLM-L6-v2
10041 Q0 181574 58 0.46899160742759705 all-MiniLM-L6-v2
10041 Q0 19823 59 0.468799889087677 all-MiniLM-L6-v2
10041 Q0 67138 60 0.4684501588344574 all-MiniLM-L6-v2
10041 Q0 39776 61 0.46820786595344543 all-MiniLM-L6-v2
10041 Q0 36875 62 0.46815770864486694 all-MiniLM-L6-v2
